139,Adrián cruz,E,L,L,L,V,L,V,E,V,L,V
140,Adrián cruz,V,E,L,L,E,V,E,L,E,L,L
141,Adrián cruz,L,L,L,V,V,L,V,L,L,L,V
142,Adrián cruz,V,V,V,L,V,V,E,V,E,L,L
143,Adrián cruz,V,V,E,V,V,E,V,V,V,L,L
144,Adrián cruz,E,L,L,L,V,V,V,L,L,L,V
145,Adrián cruz,V,L,L,E,L,V,L,L,V,L,E
146,Adrián cruz,L,L,V,L,V,L,V,E,L,L,V
147,Adrián cruz,L,L,L,V,V,L,V,L,E,L,L
148,Adrián cruz,V,L,V,V,V,E,L,V,V,V,L
149,Adrián cruz,E,E,V,E,E,E,V,L,E,V,E
150,Adrian16,V,L,L,E,V,L,V,L,L,L,L
151,Adrian16,V,V,L,E,V,L,V,L,L,L,L
152,Adrian16,V,E,L,E,V,E,E,L,L,L,L
153,Adrian16,E,E,L,L,V,E,V,V,L,L,L
154,Adrian16,E,L,L,L,E,L,V,V,V,L,L
155,Adrian16,E,V,L,V,V,L,E,L,E,L,L
156,Adrian16,L,E,L,V,V,E,L,V,L,L,L
157,Adrian16,L,V,L,E,V,L,E,L,L,L,V
158,Adrian16,L,L,L,E,L,E,E,V,L,L,E
159,Adrian16,V,E,L,E,V,L,V,E,L,L,L
160,Adrikey perez,V,L,L,V,V,L,V,V,E,L,E
161,Adrikey perez,E,L,E,V,V,L,V,V,L,L,L
162,Adryy e,L,L,L,L,V,V,L,L,L,L,E
163,ADU.'/.AMALIA.,V,L,E,E,V,L,L,V,V,L,V
164,ADU.'/.AMALIA.,V,L,L,L,L,V,V,L,L,V,L
165,ADU.'/.CORONA.,L,L,L,V,V,L,L,V,V,L,L
166,ADU.'/.CORONA.,V,L,L,L,V,L,L,V,V,L,V
167,ADU.ALFONSO 94.,E,L,L,V,V,L,V,L,E,L,L
168,ADU.ALFONSO 94.,E,L,L,E,V,L,V,L,E,L,L
169,ADU.AMIGO DEL PUEBL.,L,L,L,L,L,E,V,L,L,L,V
170,ADU.AMIGO DEL PUEBL.,L,V,L,L,V,L,L,V,L,L,L
171,ADU.AMIGO DEL PUEBL.,E,V,L,L,V,V,V,L,V,L,L
172,ADU.AMIGO DEL PUEBL.,E,E,L,L,L,E,E,V,V,L,V
173,ADU.AMIGO DEL PUEBL.,L,V,L,L,V,E,V,L,L,L,L
174,ADU.AMIGOS EDOMEX.,V,L,V,E,L,V,V,L,E,V,E
175,ADU.AMIGOS EDOMEX.,L,V,V,L,L,V,V,L,L,L,V
176,ADU.AMIGOS EDOMEX.,L,V,V,V,L,E,E,V,V,L,V
177,ADU.AMIGOS EDOMEX.,V,V,L,V,V,L,E,E,V,L,L
178,ADU.AMIGOS EDOMEX.,L,L,V,V,V,V,V,L,E,L,V
179,ADU.AMIGOS EDOMEX.,L,L,L,E,V,V,L,L,V,V,L
180,ADU.AMIGOS EDOMEX.,V,E,L,E,L,V,V,L,E,E,V
181,ADU.AMIGOS EDOMEX.,V,V,V,V,L,E,L,V,V,L,V
182,ADU.AMIGOS EDOMEX.,E,L,L,L,L,E,L,V,V,L,L
183,ADU.AMIGOS EDOMEX.,E,E,L,L,V,L,V,L,V,E,L
184,ADU.AMIGOS EDOMEX.,E,V,L,V,V,E,V,V,E,L,E
185,ADU.AMIGOS EDOMEX.,E,L,L,L,L,L,L,E,V,L,E
186,ADU.AMIGOS EDOMEX.,E,L,L,L,L,V,L,E,E,V,E
187,ADU.AMIGOS EDOMEX.,L,L,L,L,V,V,V,L,L,L,V
188,ADU.AMIGOS EDOMEX.,L,L,V,L,L,V,E,V,V,L,L
189,ADU.AMIGOS EDOMEX.,V,L,V,L,L,V,L,L,V,L,L
190,ADU.AMIGOS EDOMEX.,L,L,L,L,V,V,V,E,E,L,V
191,ADU.AMIGOS EDOMEX.,E,V,V,V,V,L,V,L,V,V,L
192,ADU.AMIGOS EDOMEX.,V,L,L,V,V,L,V,L,L,L,L
193,ADU.AMIGOS EDOMEX.,V,V,V,L,V,L,L,L,L,L,V
194,ADU.AMIGOS EDOMEX.,V,V,V,L,L,V,L,V,L,L,V
195,ADU.AMIGOS EDOMEX.,L,L,V,L,V,L,V,V,L,V,V
196,ADU.AMIGOS EDOMEX.,V,L,L,L,V,L,L,E,L,L,L
197,ADU.AMIGOS EDOMEX.,L,V,L,L,L,L,L,L,L,V,L
198,ADU.AMIGOS EDOMEX.,E,V,L,L,L,L,E,L,L,E,E
199,ADU.AMIGOS EDOMEX.,L,E,L,V,E,L,L,V,V,E,L
200,ADU.AMIGOS EDOMEX.,L,V,V,L,L,V,V,L,L,L,L
201,ADU.AMIGOS EDOMEX.,V,E,V,L,L,E,L,L,V,L,V
202,ADU.AMIGOS EDOMEX.,E,L,V,L,V,L,L,V,L,L,L
203,ADU.AMIGOS EDOMEX.,L,L,L,V,L,L,L,L,L,V,L
204,ADU.AMIGOS EDOMEX.,L,V,L,L,L,L,V,V,L,L,V
205,ADU.AMIGOS EDOMEX.,L,L,L,V,L,L,V,V,L,L,V
206,ADU.AMIGOS EDOMEX.,E,V,L,L,V,L,V,L,L,V,L
207,ADU.AMIGOS EDOMEX.,V,V,L,L,V,L,V,L,V,L,L
208,ADU.AMIGOS EDOMEX.,L,L,L,L,V,L,L,V,V,L,V
209,ADU.AMIGOS EDOMEX.,L,L,L,L,L,L,V,L,L,L,V
210,ADU.AMIGOS EDOMEX.,V,L,V,V,V,V,E,V,L,L,E
211,ADU.AMIGOS EDOMEX.,L,L,V,L,L,V,V,V,L,L,E
212,ADU.AMIGOS EDOMEX.,L,V,L,L,L,L,L,V,L,V,L
213,ADU.AMIGOS EDOMEX.,L,V,V,V,L,V,V,L,L,L,V
214,ADU.AMIGOS EDOMEX.,L,V,V,L,L,L,L,V,L,L,L
215,ADU.AMIGOS EDOMEX.,V,L,L,L,L,L,V,E,V,L,V
216,ADU.AMIGOS EDOMEX.,V,L,L,L,L,L,V,L,L,L,L
217,ADU.AMIGOS EDOMEX.,L,V,L,L,L,L,L,L,V,L,L
218,ADU.AMIGOS EDOMEX.,V,V,V,V,L,L,L,V,L,V,L
219,ADU.AMIGOS EDOMEX.,L,V,L,L,V,V,L,L,L,L,V
220,ADU.AMIGOS EDOMEX.,E,L,L,V,L,V,V,L,L,L,L
221,ADU.AMIGOS EDOMEX.,V,L,L,L,V,L,L,L,V,L,V
222,ADU.AMIGOS EDOMEX.,V,E,L,L,V,L,L,L,L,L,V
223,ADU.AMIGOS EDOMEX.,E,E,L,L,L,E,V,L,L,L,V
224,ADU.CHAMARRIN ARROY.,E,L,L,V,V,L,L,V,L,L,V
225,ADU.CHAMARRIN ARROY.,V,L,L,E,V,L,E,E,L,L,L
226,ADU.CHAMARRIN ARROY.,E,L,L,E,V,E,V,V,L,L,V
227,ADU.CHAMARRIN ARROY.,V,L,L,L,V,L,E,L,L,L,V
228,ADU.GLOPE.,V,L,L,L,L,E,L,L,L,L,L
229,Aferrados,V,E,L,V,V,L,E,V,L,L,E
230,Aferrados,V,E,L,V,V,L,E,V,E,L,E
231,Aferrados,V,E,L,V,V,L,E,V,V,L,E
232,Aferrados,V,E,L,V,V,L,E,L,L,L,E
233,Aferrados,V,E,L,V,V,L,E,L,E,L,E
234,Aferrados,V,E,L,V,V,L,E,L,V,L,E
235,Aferrados,V,E,L,V,V,L,E,E,L,L,E
236,Aferrados,V,E,L,V,V,L,E,E,E,L,E
237,Aferrados,V,E,L,V,V,L,E,E,V,L,E
238,Aglae Jacinta Guzmán,V,V,L,E,L,V,L,V,L,L,E
239,Aglae Jacinta Guzmán,L,V,V,E,L,L,V,E,L,V,L
240,Agricultore's,L,L,L,E,V,E,L,V,V,L,V
241,Agricultore's,V,L,L,V,E,L,V,L,L,L,V
242,Agricultore's,V,L,L,L,L,V,V,E,E,L,V
243,Agricultore's,V,L,L,L,E,L,V,E,E,L,V
244,Agricultore's,E,L,L,L,V,L,V,V,E,L,V
245,Agricultore's,L,E,E,L,V,L,V,V,L,L,V
246,Agricultore's,L,E,E,L,V,L,V,V,E,L,V
247,Agricultore's,L,E,L,L,V,L,V,V,L,L,V
248,Agricultore's,L,E,L,L,V,L,V,V,E,L,V
249,Agricultore's,L,V,E,L,V,L,V,V,L,L,V
250,Agricultore's,L,V,E,L,V,L,V,V,E,L,V
251,Agricultore's,L,V,L,L,V,L,V,V,L,L,V
252,Agricultore's,L,V,L,L,V,L,V,V,E,L,V
253,Agricultore's,E,E,E,L,V,L,V,V,L,L,V
254,Agricultore's,E,E,E,L,V,L,V,V,E,L,V
255,Agricultore's,E,E,L,L,V,L,V,V,L,L,V
256,Agricultore's,E,E,L,L,V,L,V,V,E,L,V
257,Agricultore's,E,V,E,L,V,L,V,V,L,L,V
258,Agricultore's,E,V,E,L,V,L,V,V,E,L,V
259,Agricultore's,E,V,L,L,V,L,V,V,L,L,V
260,Agricultore's,E,V,L,L,V,L,V,V,E,L,V
261,Águila.84,L,L,L,L,V,L,V,V,V,L,L
262,Águila.84,L,L,L,L,V,L,V,E,V,L,L
263,Águila.84,L,L,L,L,E,L,V,V,V,L,L
264,Águila.84,L,L,L,L,E,L,V,E,V,L,L
265,Águila.84,L,L,L,V,V,L,V,V,V,L,L
266,Águila.84,L,L,L,V,V,L,V,E,V,L,L
267,Águila.84,L,L,L,V,E,L,V,V,V,L,L
268,Águila.84,L,L,L,V,E,L,V,E,V,L,L
269,Águila.84,L,L,L,E,V,L,V,V,V,L,L
270,Águila.84,L,L,L,E,V,L,V,E,V,L,L
271,Águila.84,L,L,L,E,E,L,V,V,V,L,L
272,Águila.84,L,L,L,E,E,L,V,E,V,L,L
273,AGUITAS RIFA,V,L,E,V,L,E,V,E,L,L,V
274,AGUITAS RIFA,E,L,L,E,E,L,L,V,L,L,E
275,AGUITAS RIFA,L,L,L,L,L,V,L,E,L,L,E
276,AGUITAS RIFA,V,L,L,V,E,L,L,E,L,L,V
277,AGUITAS RIFA,E,L,L,E,E,E,E,E,E,L,E
278,ahora si pues,L,L,L,L,L,L,L,L,L,L,L
279,ahora si pues,L,L,L,V,L,L,V,L,L,L,L
280,ahora si pues,V,L,E,L,L,L,L,V,V,L,L
281,ahora si pues,E,L,L,L,V,L,E,L,E,L,L
282,ahora si pues,L,L,L,E,E,L,L,V,L,L,L
283,ahora si pues,E,L,L,V,V,L,V,L,V,L,L
284,ahora si pues,V,L,L,V,L,L,V,L,E,L,L
285,ahora si pues,L,L,L,L,L,L,L,L,L,L,L
286,ahora si pues,L,L,E,V,E,L,V,E,E,L,L
287,ahora si pues,E,L,L,E,V,L,L,V,V,L,L
288,ahora si pues,V,E,L,E,V,L,E,E,L,L,L
289,ahora si pues,E,L,L,E,E,V,V,V,E,L,L
290,AIDEN Y ADRIEL,E,L,L,E,E,L,V,L,L,L,V
291,AIDEN Y ADRIEL,V,L,L,V,V,L,E,E,E,L,E
292,Ailani Santini,V,L,V,L,V,L,L,L,V,V,L
293,AINAAX,V,E,V,E,L,L,V,V,L,L,E
294,AINAAX,V,E,V,E,V,L,V,V,L,L,E
295,AINAAX,V,E,V,L,L,L,V,V,L,L,E
296,AINAAX,V,E,V,L,V,L,V,V,L,L,E
297,AINAAX,V,E,L,E,L,L,V,V,L,L,E
298,AINAAX,V,E,L,E,V,L,V,V,L,L,E
299,AINAAX,V,E,L,L,L,L,V,V,L,L,E
300,AINAAX,V,E,L,L,V,L,V,V,L,L,E
301,Ainhoa 11,V,L,L,V,L,V,V,V,V,L,L
302,Ainhoa 11,V,L,L,V,L,V,V,V,L,L,L
303,Ainhoa 11,V,L,L,V,L,V,V,L,V,L,L
304,Ainhoa 11,V,L,L,V,L,V,V,L,L,L,L
305,Ainhoa 11,V,L,L,V,E,V,V,V,V,L,L
306,Ainhoa 11,V,L,L,V,E,V,V,V,L,L,L
307,Ainhoa 11,V,L,L,V,E,V,V,L,V,L,L
308,Ainhoa 11,V,L,L,V,E,V,V,L,L,L,L
309,AITANA26,L,V,L,V,E,E,V,L,V,V,L
310,AIVA ÁLVARO ÁLONSO,V,L,L,L,E,L,E,L,V,L,L
311,AIVA CYAM ESVT,E,L,L,E,V,L,V,L,L,L,L
312,AIVA PANES,L,L,L,L,L,L,L,L,L,L,V
313,Ajad,L,L,L,V,E,L,L,V,E,L,E
314,Ajad,V,L,L,E,L,L,E,V,E,L,L
315,AJIN,L,L,L,L,V,V,L,V,V,L,V
316,AKIRA EMD,V,L,L,L,L,L,E,V,L,L,L
317,AKIRA EMD,L,L,L,E,L,L,V,E,E,L,L
318,AKIRA EMD,L,L,L,L,V,L,L,L,V,L,L
319,AKIRA EMD,V,L,L,V,E,L,V,V,L,L,L
320,Alacrán A 11,V,V,E,L,V,V,L,E,E,V,E
321,Alacrán A 11,V,V,E,E,V,V,L,E,E,V,E
322,Alacrán A 11,V,V,V,L,V,V,L,E,E,V,E
323,Alacrán A 11,V,V,V,E,V,V,L,E,E,V,E
324,Alacrán A 11,E,E,L,E,L,V,L,E,E,V,V
325,Alacrán A 11,E,V,L,E,L,V,L,E,E,V,V
326,Alacrán A 11,V,E,L,E,L,V,L,E,E,V,V
327,Alacrán A 11,V,V,L,E,L,V,L,E,E,V,V
328,Alan leo,L,V,E,L,V,E,E,V,E,L,V
329,Alan leo 1,E,L,L,V,V,L,V,E,L,L,V
330,Alan leo 2,V,L,L,E,L,E,L,L,E,V,E
331,Alan-Manuel,V,E,L,L,V,E,V,L,E,L,V
332,Alan-Manuel,L,L,L,V,V,L,V,V,V,L,L
333,ALBERT 💯🫰🫰🫰,E,E,E,L,V,E,L,L,E,L,L
334,ALBERT 💯🫰🫰🫰,L,E,L,V,V,L,L,V,V,L,L
335,ALBERT 💯🫰🫰🫰,L,E,L,E,V,L,L,V,V,L,L
336,ALBERT 💯🫰🫰🫰,L,E,L,L,V,L,L,V,V,L,L
337,Alberto G0,L,E,L,E,V,E,V,L,L,V,E
338,Alberto G0,L,L,E,E,E,L,L,E,L,E,E
339,Alberto G0,L,E,V,L,L,V,V,V,E,L,E
340,Alberto G0,V,V,L,L,E,L,E,E,E,V,L
341,ALBERTO MORENO 1🔥,L,L,L,E,E,E,E,V,L,L,L
342,ALBERTO MORENO 2🔥,L,E,L,L,V,E,L,E,E,L,V
343,ALBERTO MORENO 3🔥,E,E,L,L,E,L,V,E,E,L,V
344,ALBERTO MORENO 4🔥,L,E,L,E,E,L,V,E,V,L,L
345,Alberto Pizano,V,L,L,E,V,L,V,E,L,L,L
346,Alberto Pizano,V,L,L,L,E,L,L,V,E,L,L
347,ALBERTO8785,V,L,L,V,L,V,V,V,E,L,L
348,ALBERTO8785,E,L,E,L,V,E,V,L,V,L,E
349,Alcalde1,L,L,L,E,V,V,E,E,V,L,V
350,Alcalde1,V,V,V,L,L,L,V,L,L,V,L
351,Alcaraz⚽️⚽️⚽️,V,E,L,L,V,E,E,V,L,L,V
352,Alcaraz⚽️⚽️⚽️,V,L,L,L,V,L,L,V,L,L,E
353,Alcasir,L,L,L,L,L,L,L,L,L,L,L
354,Alcasir,L,L,L,L,L,V,V,V,E,L,L
355,Alcasir,V,L,L,L,E,V,L,E,L,L,V
356,Aldacos 22,V,L,L,L,V,L,E,L,V,L,V
357,Aldacos 22,V,L,E,E,E,V,L,E,V,V,V
358,ALDO PAEZ RUIZ,V,L,L,V,V,L,L,L,L,L,L
359,ALDO PAEZ RUIZ,V,L,L,E,V,V,E,L,E,L,L
360,Aldo Salinas,L,L,L,L,V,L,V,L,E,L,V
361,Aldo Salinas,V,V,L,V,V,L,E,E,L,L,V
362,ALDRETEDAREISA,E,L,L,E,V,L,E,L,L,L,V
363,ALDRETEDAREISA,V,L,L,E,V,E,L,V,V,L,V
364,ALDRETEDAREISA,L,L,V,E,E,L,L,E,V,V,E
365,ALDRETEDAREISA,L,L,E,E,L,L,V,V,E,L,L
366,ALDRETEJUAN,V,L,L,L,V,L,V,L,L,L,V
367,ALDRETEJUAN,V,L,L,V,V,L,V,V,L,L,V
368,Alejandro,V,L,L,E,V,L,V,V,L,L,L
369,Alejandro,V,L,L,L,V,L,V,E,E,L,L
370,Alejandro Ornelas,V,L,L,L,E,L,L,E,L,L,V
371,Alejandro Ornelas,L,E,L,V,L,L,V,V,E,E,L
372,Alejandro Salinas 1,E,L,L,E,V,L,V,E,L,L,L
373,Alejandro Salinas 10,V,L,L,V,V,L,E,L,L,L,V
374,Alejandro Salinas 11,E,E,L,L,V,L,L,L,E,L,E
375,Alejandro Salinas 12,V,L,L,L,V,V,E,L,L,L,E
376,Alejandro Salinas 2,V,E,L,E,V,L,V,L,L,L,V
377,Alejandro Salinas 3,L,L,E,L,L,E,L,E,L,L,E
378,Alejandro Salinas 4,E,L,E,L,V,L,V,E,L,L,L
379,Alejandro Salinas 5,L,E,L,V,E,L,E,L,E,L,E
380,Alejandro Salinas 6,V,L,E,L,V,L,V,L,E,L,V
381,Alejandro Salinas 7,E,E,L,V,V,V,V,E,L,L,L
382,Alejandro Salinas 8,V,L,L,E,V,E,V,L,L,L,V
383,Alejandro Salinas 9,L,L,L,L,V,L,L,L,L,L,L
384,Alejandro Salinas NL,V,L,L,L,V,L,V,L,L,L,L
385,Alejandro Salinas NL,V,L,L,L,V,L,V,E,L,L,L
386,Alejandro Salinas NL,V,L,L,L,V,V,V,L,L,L,L
387,Alejandro Salinas NL,V,L,L,L,V,V,V,E,L,L,L
388,Alejandro Salinas NL,V,L,L,V,V,L,V,L,L,L,L
389,Alejandro Salinas NL,V,L,L,V,V,L,V,E,L,L,L
390,Alejandro Salinas NL,V,L,L,V,V,V,V,L,L,L,L
391,Alejandro Salinas NL,V,L,L,V,V,V,V,E,L,L,L
392,Alejandro Salinas NL,V,E,L,L,V,L,V,L,L,L,L
393,Alejandro Salinas NL,V,E,L,L,V,L,V,E,L,L,L
394,Alejandro Salinas NL,V,E,L,L,V,V,V,L,L,L,L
395,Alejandro Salinas NL,V,E,L,L,V,V,V,E,L,L,L
396,Alejandro Salinas NL,V,E,L,V,V,L,V,L,L,L,L
397,Alejandro Salinas NL,V,E,L,V,V,L,V,E,L,L,L
398,Alejandro Salinas NL,V,E,L,V,V,V,V,L,L,L,L
399,Alejandro Salinas NL,V,E,L,V,V,V,V,E,L,L,L
400,Alejandro Salinas NL,E,L,L,L,V,L,V,L,L,L,L
401,Alejandro Salinas NL,E,L,L,L,V,L,V,E,L,L,L
402,Alejandro Salinas NL,E,L,L,L,V,V,V,L,L,L,L
403,Alejandro Salinas NL,E,L,L,L,V,V,V,E,L,L,L
404,Alejandro Salinas NL,E,L,L,V,V,L,V,L,L,L,L
405,Alejandro Salinas NL,E,L,L,V,V,L,V,E,L,L,L
